Insertion Sort
Count;Sorted;Reverse;Random;Same
5130;24889.0;1.7862709E7;8892441.0;27654.0
5140;24099.0;1.7886808E7;8808293.0;25679.0
5150;24888.0;2.287446E7;8875848.0;26469.0
5160;24888.0;1.8045227E7;9019256.0;25679.0
5170;24099.0;1.8078808E7;8974219.0;26865.0
5180;24494.0;1.8270412E7;9208490.0;73481.0
5190;24889.0;1.8407104E7;9720094.0;27260.0
5200;25284.0;1.8373129E7;9502021.0;28050.0
5210;26864.0;2.0355548E7;9718119.0;25679.0
5220;28839.0;1.8500734E7;9468045.0;67556.0
5230;25284.0;1.8512586E7;9483058.0;45827.0
5240;24889.0;1.8602265E7;9624095.0;27655.0
5250;25679.0;1.8712486E7;9703897.0;25679.0
5260;25284.0;1.8742511E7;9775008.0;26074.0
5270;25679.0;1.9143893E7;9702317.0;25679.0
5280;28444.0;1.9418461E7;1.5274266E7;30025.0
5290;25284.0;1.9359993E7;9322268.0;26864.0
5300;30025.0;1.9480091E7;1.0048786E7;26469.0
5310;48593.0;1.9562264E7;9395749.0;26469.0
5320;31605.0;1.9456783E7;9416293.0;26864.0
5330;28445.0;1.9646807E7;9792786.0;26864.0
5340;26469.0;1.9290857E7;1.5598216E7;54913.0
5350;25679.0;1.9408585E7;1.0149131E7;27655.0
5360;25679.0;1.9508536E7;9970959.0;26864.0
5370;25284.0;1.9491942E7;1.0057872E7;29235.0
5380;25679.0;1.9601375E7;9987552.0;37926.0
5390;26469.0;2.4273373E7;9709033.0;29629.0
5400;26469.0;1.9821819E7;1.0428046E7;28049.0
5410;26074.0;1.9844338E7;1.0446218E7;26469.0
5420;27654.0;2.2219448E7;1.0681675E7;26864.0
5430;28839.0;2.4454311E7;1.1153773E7;30025.0
5440;26865.0;2.0228732E7;1.0613724E7;27655.0
5450;26469.0;2.5882064E7;1.0582514E7;27259.0
5460;27654.0;2.0337769E7;1.0129379E7;30419.0
5470;25679.0;2.0858461E7;1.0034169E7;28049.0
5480;27260.0;2.0650658E7;1.0006514E7;28840.0
5490;28444.0;2.0477226E7;1.0378267E7;27260.0
5500;28049.0;2.0495794E7;1.0718811E7;26469.0
5510;33975.0;2.1028338E7;1.5821426E7;27259.0
5520;28445.0;2.1475152E7;1.0184687E7;27259.0
